date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason
2015-06-25,10:30:00,Thursday,Sell,1174.49,1178.14,3.65,4.47,1.22,6,Stop Loss
2018-11-08,10:30:00,Thursday,Sell,1223.13,1225.69,2.56,3.13,1.22,1,Stop Loss
2023-01-26,22:30:00,Thursday,Sell,1928.86,1931.53,2.67,3.27,1.22,1,Stop Loss
2011-09-01,02:30:00,Thursday,Sell,1822.55,1829.05,6.5,7.9,1.22,3,Stop Loss
2019-05-30,02:30:00,Thursday,Sell,1277.99,1280.51,2.52,3.07,1.22,3,Stop Loss
2012-04-19,18:30:00,Thursday,Sell,1638.6,1651.31,12.71,15.5,1.22,28,Stop Loss
2020-10-15,01:30:00,Thursday,Sell,1896.83,1902.66,5.83,7.16,1.23,2,Stop Loss
2016-02-25,10:30:00,Thursday,Sell,1234.91,1242.52,7.61,9.39,1.23,2,Stop Loss
2015-01-08,02:30:00,Thursday,Sell,1209.94,1214.37,4.43,5.45,1.23,3,Stop Loss
2016-03-24,22:30:00,Thursday,Sell,1216.51,1223.26,6.75,8.31,1.23,10,Stop Loss
2018-05-03,22:30:00,Thursday,Sell,1311.84,1315.12,3.28,4.03,1.23,4,Stop Loss
2017-05-18,14:30:00,Thursday,Sell,1256.54,1265.17,8.63,10.69,1.24,35,Stop Loss
2010-03-11,10:30:00,Thursday,Sell,1105.54,1109.64,4.1,5.1,1.24,1,Stop Loss
2023-06-22,21:30:00,Thursday,Sell,1913.75,1916.73,2.98,3.71,1.24,2,Stop Loss
2023-04-06,13:30:00,Thursday,Sell,2003.43,2021.06,17.63,21.86,1.24,18,Stop Loss
2011-03-03,22:30:00,Thursday,Sell,1415.65,1417.45,1.8,2.25,1.25,1,Stop Loss
2021-05-27,14:30:00,Thursday,Sell,1891.43,1898.93,7.5,9.38,1.25,6,Stop Loss
2010-09-23,05:30:00,Thursday,Sell,1292.1,1293.3,1.2,1.5,1.25,1,Stop Loss
2013-02-28,18:30:00,Thursday,Sell,1577.55,1590.5,12.95,16.21,1.25,47,Stop Loss
2019-08-22,22:30:00,Thursday,Sell,1497.54,1500.83,3.29,4.1,1.25,4,Stop Loss
2021-01-28,06:30:00,Thursday,Sell,1837.0,1839.4,2.4,3.01,1.25,1,Stop Loss
2009-10-22,05:30:00,Thursday,Sell,1057.14,1061.6,4.46,5.59,1.25,5,Stop Loss
2020-02-20,02:30:00,Thursday,Sell,1608.85,1612.95,4.1,5.11,1.25,3,Stop Loss
2017-08-03,06:30:00,Thursday,Sell,1262.32,1264.38,2.06,2.6,1.26,2,Stop Loss
2020-06-11,02:30:00,Thursday,Sell,1731.75,1739.97,8.22,10.39,1.26,4,Stop Loss
2013-12-26,18:30:00,Thursday,Sell,1211.77,1215.53,3.76,4.72,1.26,5,Stop Loss
2010-02-25,02:30:00,Thursday,Sell,1095.54,1101.39,5.85,7.35,1.26,4,Stop Loss
2021-11-25,14:30:00,Thursday,Sell,1790.39,1792.96,2.57,3.24,1.26,2,Stop Loss
2017-07-13,14:30:00,Thursday,Sell,1219.43,1223.2,3.77,4.79,1.27,6,Stop Loss
2014-02-13,06:30:00,Thursday,Sell,1289.32,1291.82,2.5,3.17,1.27,1,Stop Loss
2023-06-22,13:30:00,Thursday,Sell,1921.84,1931.11,9.27,11.8,1.27,6,Stop Loss
2017-03-30,18:30:00,Thursday,Sell,1245.65,1250.44,4.79,6.12,1.28,6,Stop Loss
2019-03-07,06:30:00,Thursday,Sell,1284.34,1287.28,2.94,3.77,1.28,2,Stop Loss
2018-06-28,14:30:00,Thursday,Sell,1250.55,1254.37,3.82,4.9,1.28,7,Stop Loss
2015-10-08,05:30:00,Thursday,Sell,1142.6,1144.52,1.92,2.45,1.28,1,Stop Loss
2013-12-05,22:30:00,Thursday,Sell,1224.63,1234.92,10.29,13.19,1.28,4,Stop Loss
2016-06-02,18:30:00,Thursday,Sell,1210.95,1214.12,3.17,4.07,1.28,5,Stop Loss
2010-01-14,14:30:00,Thursday,Sell,1137.49,1142.84,5.35,6.85,1.28,1,Stop Loss
2012-07-19,18:30:00,Thursday,Sell,1578.53,1590.5,11.97,15.41,1.29,22,Stop Loss
2022-07-07,18:30:00,Thursday,Sell,1740.13,1749.14,9.01,11.64,1.29,6,Stop Loss
2014-11-20,14:30:00,Thursday,Sell,1192.62,1197.23,4.61,5.96,1.29,5,Stop Loss
2014-03-06,10:30:00,Thursday,Sell,1335.11,1336.6,1.49,1.92,1.29,1,Stop Loss
2018-02-08,02:30:00,Thursday,Sell,1313.93,1319.32,5.39,6.98,1.29,4,Stop Loss
2021-07-22,22:30:00,Thursday,Sell,1806.21,1807.99,1.78,2.31,1.3,1,Stop Loss
2010-01-21,22:30:00,Thursday,Sell,1093.64,1102.49,8.85,11.5,1.3,7,Stop Loss
2020-09-17,10:30:00,Thursday,Sell,1940.95,1947.39,6.44,8.34,1.3,1,Stop Loss
2013-12-26,22:30:00,Thursday,Sell,1210.15,1212.53,2.38,3.1,1.3,2,Stop Loss
2016-08-25,10:30:00,Thursday,Sell,1323.11,1327.06,3.95,5.14,1.3,7,Stop Loss
2013-01-24,14:30:00,Thursday,Sell,1667.51,1679.47,11.96,15.66,1.31,24,Stop Loss
2020-02-27,06:30:00,Thursday,Sell,1647.74,1652.73,4.99,6.52,1.31,2,Stop Loss
2011-10-20,01:30:00,Thursday,Sell,1627.28,1645.25,17.97,23.53,1.31,9,Stop Loss
2015-10-01,09:30:00,Thursday,Sell,1113.62,1114.55,0.93,1.22,1.31,1,Stop Loss
2010-05-27,22:30:00,Thursday,Sell,1211.25,1213.8,2.55,3.35,1.31,3,Stop Loss
2011-08-25,06:30:00,Thursday,Sell,1736.77,1762.45,25.68,33.87,1.32,3,Stop Loss
2022-12-15,02:30:00,Thursday,Sell,1793.6,1808.76,15.16,20.05,1.32,21,Stop Loss
2025-08-21,17:30:00,Thursday,Sell,3336.69,3348.26,11.57,15.3,1.32,6,Stop Loss
2024-09-05,13:30:00,Thursday,Sell,2514.36,2523.58,9.22,12.23,1.33,6,Stop Loss
2018-07-19,22:30:00,Thursday,Sell,1222.38,1227.53,5.15,6.84,1.33,4,Stop Loss
2018-01-25,10:30:00,Thursday,Sell,1359.18,1363.51,4.33,5.76,1.33,2,Stop Loss
2014-05-29,02:30:00,Thursday,Sell,1256.32,1260.13,3.81,5.06,1.33,4,Stop Loss
2018-04-05,10:30:00,Thursday,Sell,1326.38,1329.2,2.82,3.77,1.34,1,Stop Loss
2017-03-23,18:30:00,Thursday,Sell,1246.04,1249.91,3.87,5.17,1.34,7,Stop Loss
2014-11-13,06:30:00,Thursday,Sell,1158.98,1168.1,9.12,12.23,1.34,9,Stop Loss
2021-09-30,09:30:00,Thursday,Sell,1728.99,1734.13,5.14,6.92,1.35,1,Stop Loss
2015-12-31,14:30:00,Thursday,Sell,1062.11,1063.61,1.5,2.03,1.35,2,Stop Loss
2014-11-06,10:30:00,Thursday,Sell,1144.46,1146.95,2.49,3.35,1.35,1,Stop Loss
2016-03-10,06:30:00,Thursday,Sell,1245.75,1252.25,6.5,8.8,1.35,2,Stop Loss
2018-11-22,18:30:00,Thursday,Sell,1227.02,1228.05,1.03,1.4,1.36,1,Stop Loss
2015-01-08,06:30:00,Thursday,Sell,1208.09,1210.73,2.64,3.6,1.36,2,Stop Loss
2010-09-09,18:30:00,Thursday,Sell,1247.6,1255.65,8.05,10.95,1.36,17,Stop Loss
2021-08-26,06:30:00,Thursday,Sell,1786.05,1790.53,4.48,6.11,1.36,2,Stop Loss
2012-12-20,18:30:00,Thursday,Sell,1645.2,1652.4,7.2,9.77,1.36,5,Stop Loss
2018-03-22,02:30:00,Thursday,Sell,1330.61,1334.97,4.36,5.95,1.36,6,Stop Loss
2011-09-01,06:30:00,Thursday,Sell,1821.46,1826.46,5.0,6.81,1.36,1,Stop Loss
2020-09-03,06:30:00,Thursday,Sell,1932.19,1951.17,18.98,25.87,1.36,31,Stop Loss
2021-06-17,14:30:00,Thursday,Sell,1782.92,1806.55,23.63,32.34,1.37,76,Stop Loss
2022-09-01,14:30:00,Thursday,Sell,1698.69,1705.99,7.3,9.99,1.37,5,Stop Loss
2013-12-19,10:30:00,Thursday,Sell,1205.21,1224.48,19.27,26.35,1.37,43,Stop Loss
2010-02-25,06:30:00,Thursday,Sell,1092.89,1096.29,3.4,4.65,1.37,2,Stop Loss
2012-06-21,14:30:00,Thursday,Sell,1578.8,1601.3,22.5,30.94,1.38,37,Stop Loss
2022-04-14,06:30:00,Thursday,Sell,1971.96,1980.39,8.43,11.67,1.38,5,Stop Loss
2016-08-04,22:30:00,Thursday,Sell,1361.08,1362.67,1.59,2.2,1.38,2,Stop Loss
2022-10-13,01:30:00,Thursday,Sell,1671.92,1675.54,3.62,4.98,1.38,2,Stop Loss
2014-11-13,18:30:00,Thursday,Sell,1159.13,1168.1,8.97,12.38,1.38,6,Stop Loss
2021-06-10,10:30:00,Thursday,Sell,1880.4,1888.17,7.77,10.76,1.38,1,Stop Loss
2017-02-02,18:30:00,Thursday,Sell,1215.65,1222.13,6.48,9.03,1.39,8,Stop Loss
