date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason
2012-02-14,18:30:00,Tuesday,Sell,1716.45,1726.14,9.69,2.65,SL,3,Stop Loss
2012-02-21,10:30:00,Tuesday,Sell,1737.0,1742.75,5.75,1.08,SL,1,Stop Loss
2012-03-06,14:30:00,Tuesday,Sell,1668.59,1691.73,23.14,3.47,SL,11,Stop Loss
2012-03-13,13:30:00,Tuesday,Sell,1688.48,1700.55,12.07,3.18,SL,1,Stop Loss
2012-03-20,09:30:00,Tuesday,Sell,1649.0,1657.6,8.6,7.55,SL,2,Stop Loss
2012-03-20,17:30:00,Tuesday,Sell,1647.59,1657.99,10.41,2.94,SL,4,Stop Loss
2012-04-03,10:30:00,Tuesday,Sell,1675.5,1680.25,4.75,4.32,SL,1,Stop Loss
2012-04-17,14:30:00,Tuesday,Sell,1639.36,1656.9,17.54,4.92,SL,1,Stop Loss
2012-04-17,22:30:00,Tuesday,Sell,1649.16,1651.85,2.69,0.11,SL,1,Stop Loss
2012-04-24,06:30:00,Tuesday,Sell,1634.15,1638.67,4.52,0.24,SL,1,Stop Loss
2012-05-01,10:30:00,Tuesday,Sell,1659.8,1665.08,5.28,0.66,SL,1,Stop Loss
2012-05-08,18:30:00,Tuesday,Sell,1603.57,1605.85,2.28,0.4,SL,1,Stop Loss
2012-05-15,06:30:00,Tuesday,Sell,1550.95,1556.2,5.25,0.49,SL,1,Stop Loss
2012-05-29,10:30:00,Tuesday,Sell,1574.75,1579.43,4.68,3.15,SL,1,Stop Loss
2012-05-29,18:30:00,Tuesday,Sell,1552.75,1582.46,29.71,21.61,SL,17,Stop Loss
2012-06-05,18:30:00,Tuesday,Sell,1617.0,1620.25,3.25,1.8,SL,2,Stop Loss
2012-06-05,22:30:00,Tuesday,Sell,1616.6,1619.0,2.4,1.4,SL,1,Stop Loss
2012-06-12,10:30:00,Tuesday,Sell,1588.95,1593.88,4.93,1.28,SL,1,Stop Loss
2012-06-12,22:30:00,Tuesday,Sell,1609.35,1613.7,4.35,3.48,SL,3,Stop Loss
2012-06-19,22:30:00,Tuesday,Sell,1617.95,1622.45,4.5,0.1,SL,1,Stop Loss
2012-06-26,22:30:00,Tuesday,Sell,1572.49,1574.65,2.16,1.9,SL,1,Stop Loss
2012-07-10,06:30:00,Tuesday,Sell,1585.6,1589.13,3.53,2.95,SL,1,Stop Loss
2012-07-10,22:30:00,Tuesday,Sell,1566.65,1577.76,11.11,0.85,SL,3,Stop Loss
2012-07-17,06:30:00,Tuesday,Sell,1592.95,1595.65,2.7,2.7,SL,1,Stop Loss
2012-07-24,10:30:00,Tuesday,Sell,1574.4,1577.83,3.43,2.2,SL,1,Stop Loss
2012-07-24,18:30:00,Tuesday,Sell,1576.96,1584.25,7.29,1.05,SL,3,Stop Loss
2012-08-07,14:30:00,Tuesday,Sell,1610.64,1618.5,7.86,7.44,SL,18,Stop Loss
2012-08-14,06:30:00,Tuesday,Sell,1611.65,1613.65,2.0,0.2,SL,1,Stop Loss
2012-08-14,14:30:00,Tuesday,Sell,1598.0,1614.25,16.25,8.15,SL,13,Stop Loss
2012-08-14,22:30:00,Tuesday,Sell,1598.6,1600.85,2.25,0.05,SL,1,Stop Loss
2012-08-21,22:30:00,Tuesday,Sell,1637.45,1639.95,2.5,1.31,SL,1,Stop Loss
2012-08-28,02:30:00,Tuesday,Sell,1659.8,1666.6,6.8,3.02,SL,3,Stop Loss
2012-09-04,14:30:00,Tuesday,Sell,1690.98,1696.15,5.17,1.18,SL,1,Stop Loss
2012-09-11,06:30:00,Tuesday,Sell,1728.99,1732.25,3.26,1.64,SL,1,Stop Loss
2012-09-11,18:30:00,Tuesday,Sell,1733.35,1738.18,4.83,2.25,SL,4,Stop Loss
2012-09-11,22:30:00,Tuesday,Sell,1731.6,1734.65,3.05,0.4,SL,1,Stop Loss
2012-09-18,02:30:00,Tuesday,Sell,1755.9,1763.97,8.07,3.9,SL,3,Stop Loss
